,count,mean,std,min,25%,50%,75%,max
"(0.0, 0.0, 0.2, 0.1, 0.0, 0.7)",1060.0,-0.014753471731958998,0.016449152768788996,-0.09445094551522418,-0.023211271222478538,-0.009720309265177873,-0.0008254985180726319,0.0
"(0.0, 0.0, 0.2, 0.1, 0.1, 0.6)",1061.0,-0.010782966723912402,0.011761233092307907,-0.09045675862962843,-0.017360074645488166,-0.007531134801996434,-0.0004427521733914464,0.0
"(0.0, 0.0, 0.2, 0.1, 0.2, 0.5)",1060.0,-0.011568782343123966,0.014093135238737113,-0.10786000041560122,-0.017714050225975782,-0.007304595212312373,-5.463221155863112e-05,0.0
"(0.0, 0.0, 0.2, 0.1, 0.3, 0.4)",1061.0,-0.0109667949175148,0.01282791356430148,-0.09352571179332,-0.01703569930801382,-0.006867737327989125,-0.0001907877339817174,0.0
"(0.0, 0.0, 0.2, 0.1, 0.4, 0.3)",1059.0,-0.011825670493922143,0.013240709586030042,-0.08948980340137047,-0.018874202480757808,-0.007938435235672574,-0.0005793951851410363,0.0
"(0.0, 0.0, 0.2, 0.1, 0.5, 0.2)",1059.0,-0.01103608538890113,0.012902731049385162,-0.10169192565399673,-0.01632237375229309,-0.007095637200223932,-0.00024100004604639608,0.0
"(0.0, 0.0, 0.2, 0.1, 0.6, 0.1)",1060.0,-0.014318099756869321,0.017200887040521296,-0.1144501031196374,-0.021530514953768832,-0.008486124140160867,-0.00047059488475774034,0.0
"(0.0, 0.0, 0.2, 0.1, 0.7, 0.0)",1060.0,-0.010228299857329095,0.012136912209549282,-0.09747261212234817,-0.01586690687711448,-0.006125440730116346,-0.0003522635298473488,0.0
"(0.0, 0.0, 0.2, 0.2, 0.0, 0.6)",1061.0,-0.010866987739822961,0.01293089516757873,-0.10924877408272603,-0.016530815371599193,-0.006802340629450387,-0.0004969739155717542,0.0
"(0.0, 0.0, 0.2, 0.2, 0.1, 0.5)",1061.0,-0.010162449898284187,0.011531170865111377,-0.07913311573919575,-0.01630039344352468,-0.006807678137959979,-0.0001233920579265874,0.0
"(0.0, 0.0, 0.2, 0.2, 0.2, 0.4)",1061.0,-0.010235201548099133,0.011874306367006076,-0.09082846475135926,-0.015600362847784766,-0.007022853048059446,-0.0004406067785908614,0.0
"(0.0, 0.0, 0.2, 0.2, 0.3, 0.3)",1059.0,-0.010933484666968234,0.014041341903945731,-0.11155371475907065,-0.016940218055301444,-0.00639185825740492,-0.0003381294455893355,0.0
"(0.0, 0.0, 0.2, 0.2, 0.4, 0.2)",1061.0,-0.011268098190642983,0.013749165757346969,-0.09661531960840937,-0.01682085633717674,-0.006828952919722806,-0.0005079564490280223,0.0
